ClassName,MathodName,describe,Event A-object,Event A-behavious,Event A-api,Event B-object,Event B-behavious,Event B-api,Modal,Conditon
android.media.tv.TvRecordingClient.RecordingCallback,void onConnectionFailed(String inputId), This is called when an error occurred while establishing a connection to the recording session for the corresponding TV input.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvRecordingClient.RecordingCallback,void onDisconnected(String inputId), This is called when the connection to the current recording session is lost.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvRecordingClient.RecordingCallback,void onError(int error), This is called when an issue has occurred.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvRecordingClient.RecordingCallback,void onRecordingStopped(Uri recordedProgramUri), This is called when the current recording session has stopped recording and created a new data entry in the TvContract.RecordedPrograms table that describes the newly recorded program.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvRecordingClient.RecordingCallback,void onTuned(Uri channelUri), This is called when the recording session has been tuned to the given channel and is ready to start recording.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView.OnUnhandledInputEventListener,abstract boolean onUnhandledInputEvent(InputEvent event), Called when an input event was not handled by the bound TV input.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView.TimeShiftPositionCallback,"void onTimeShiftCurrentPositionChanged(String inputId, long timeMs)", This is called when the current position for time shifting has changed.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView.TimeShiftPositionCallback,"void onTimeShiftStartPositionChanged(String inputId, long timeMs)", This is called when the start position for time shifting has changed.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView.TvInputCallback,"void onChannelRetuned(String inputId, Uri channelUri)"," This is invoked when the channel of this TvView is changed by the underlying TV input without any tune(String, Uri) request.",,,,,,,,
,,,,,,,,,,
android.media.tv.TvView.TvInputCallback,void onConnectionFailed(String inputId), This is invoked when an error occurred while establishing a connection to the underlying TV input.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView.TvInputCallback,void onContentAllowed(String inputId), This is called when the current program content turns out to be allowed to watch since its content rating is not blocked by parental controls.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView.TvInputCallback,"void onContentBlocked(String inputId, TvContentRating rating)", This is called when the current program content turns out to be not allowed to watch since its content rating is blocked by parental controls.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView.TvInputCallback,void onDisconnected(String inputId), This is invoked when the existing connection to the underlying TV input is lost.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView.TvInputCallback,"void onTimeShiftStatusChanged(String inputId, int status)", This is called when the time shift status is changed.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView.TvInputCallback,"void onTrackSelected(String inputId, int type, String trackId)", This is called when there is a change on the selected tracks.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView.TvInputCallback,"void onTracksChanged(String inputId, List<TvTrackInfo> tracks)", This is called when the track information has been changed.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView.TvInputCallback,void onVideoAvailable(String inputId)," This is called when the video is available, so the TV input starts the playback.",,,,,,,,
,,,,,,,,,,
android.media.tv.TvView.TvInputCallback,"void onVideoSizeChanged(String inputId, int width, int height)", This is invoked when the video size has been changed.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView.TvInputCallback,"void onVideoUnavailable(String inputId, int reason)"," This is called when the video is not available, so the TV input stops the playback.",,,,,,,,
,,,,,,,,,,
android.media.tv.TvView,void dispatchWindowFocusChanged(boolean hasFocus), Called when the window containing this view gains or loses window focus.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView,boolean gatherTransparentRegion(Region region), This is used by the RootView to perform an optimization when the view hierarchy contains one or several SurfaceView.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView,boolean onUnhandledInputEvent(InputEvent event), Called when an unhandled input event also has not been handled by the user provided callback.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView,void setCallback(TvView.TvInputCallback callback), Sets the callback to be invoked when an event is dispatched to this TvView.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView,void setOnUnhandledInputEventListener(TvView.OnUnhandledInputEventListener listener), Registers a callback to be invoked when an input event is not handled by the bound TV input.,,,,,,,,
,,,,,,,,,,
android.media.tv.TvView,void setTimeShiftPositionCallback(TvView.TimeShiftPositionCallback callback), Sets the callback to be invoked when the time shift position is changed.,,,,,,,,
,,,,,,,,,,
android.media.UnsupportedSchemeException,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.ConnectivityManager.NetworkCallback,void onAvailable(Network network), Called when the framework connects and has declared a new network ready for use.,,,,,,,,
,,,,,,,,,,
android.net.ConnectivityManager.NetworkCallback,"void onCapabilitiesChanged(Network network, NetworkCapabilities networkCapabilities)", Called when the network the framework connected to for this request changes capabilities but still satisfies the stated need.,,,,,,,,
,,,,,,,,,,
android.net.ConnectivityManager.NetworkCallback,"void onLinkPropertiesChanged(Network network, LinkProperties linkProperties)", Called when the network the framework connected to for this request changes LinkProperties.,,,,,,,,
,,,,,,,,,,
android.net.ConnectivityManager.NetworkCallback,"void onLosing(Network network, int maxMsToLive)", Called when the network is about to be disconnected.,,,,,,,,
,,,,,,,,,,
android.net.ConnectivityManager.NetworkCallback,void onLost(Network network), Called when the framework has a hard loss of the network or when the graceful failure ends.,,,,,,,,
,,,,,,,,,,
android.net.ConnectivityManager,void addDefaultNetworkActiveListener(ConnectivityManager.OnNetworkActiveListener l)," Start listening to reports when the system's default data network is active, meaning it is a good time to perform network traffic.",,,,,,,,
,,,,,,,,,,
android.net.ConnectivityManager,boolean getBackgroundDataSetting()," This method was deprecated in API level 14. As of ICE_CREAM_SANDWICH, availability of background data depends on several combined factors, and this method will always return true. Instead, when background data is unavailable, getActiveNetworkInfo() will now appear disconnected.",,,,,,,,
,,,,,,,,,,
android.net.ConnectivityManager,int getMultipathPreference(Network network)," Provides a hint to the calling application on whether it is desirable to use the multinetwork APIs (e.g., openConnection(URL), bindSocket(FileDescriptor), etc.) for multipath data transfer on this network when it is not the system default network.",,,,,,,,
,,,,,,,,,,
android.net.ConnectivityManager,"void registerNetworkCallback(NetworkRequest request, PendingIntent operation)", Registers a PendingIntent to be sent when a network is available which satisfies the given NetworkRequest.,,,,,,,,
,,,,,,,,,,
android.net.IpSecManager.ResourceUnavailableException,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.NetworkSpecifier,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.ParseException,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.ProxyInfo,String[] getExclusionList(), When configured to use a Direct Proxy this returns the list of hosts for which the proxy is ignored.,,,,,,,,
,,,,,,,,,,
android.net.ProxyInfo,String getHost(), When configured to use a Direct Proxy this returns the host of the proxy.,,,,,,,,
,,,,,,,,,,
android.net.ProxyInfo,int getPort(), When configured to use a Direct Proxy this returns the port of the proxy,,,,,,,,
,,,,,,,,,,
android.net.sip.SipAudioCall.Listener,void onCallBusy(SipAudioCall call), Called when the peer is busy during session initialization.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipAudioCall.Listener,void onCallEnded(SipAudioCall call), Called when the session is terminated.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipAudioCall.Listener,void onCallEstablished(SipAudioCall call), Called when the session is established.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipAudioCall.Listener,void onCallHeld(SipAudioCall call), Called when the call is on hold.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipAudioCall.Listener,void onCalling(SipAudioCall call), Called when a request is sent out to initiate a new call.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipAudioCall.Listener,void onChanged(SipAudioCall call), Called when an event occurs and the corresponding callback is not overridden.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipAudioCall.Listener,"void onError(SipAudioCall call, int errorCode, String errorMessage)", Called when an error occurs.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipAudioCall.Listener,void onReadyToCall(SipAudioCall call), Called when the call object is ready to make another call.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipAudioCall.Listener,"void onRinging(SipAudioCall call, SipProfile caller)", Called when a new call comes in.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipAudioCall.Listener,void onRingingBack(SipAudioCall call), Called when a RINGING response is received for the INVITE request sent.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipException,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipRegistrationListener,abstract void onRegistering(String localProfileUri), Called when a registration request is sent.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipRegistrationListener,"abstract void onRegistrationDone(String localProfileUri, long expiryTime)", Called when the registration succeeded.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipRegistrationListener,"abstract void onRegistrationFailed(String localProfileUri, int errorCode, String errorMessage)", Called when the registration failed.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipSession.Listener,void onCallBusy(SipSession session), Called when the peer is busy during session initialization.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipSession.Listener,"void onCallChangeFailed(SipSession session, int errorCode, String errorMessage)", Called when an error occurs during session modification negotiation.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipSession.Listener,void onCallEnded(SipSession session), Called when the session is terminated.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipSession.Listener,"void onCallEstablished(SipSession session, String sessionDescription)", Called when the session is established.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipSession.Listener,void onCalling(SipSession session), Called when an INVITE request is sent to initiate a new call.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipSession.Listener,"void onError(SipSession session, int errorCode, String errorMessage)", Called when an error occurs during session initialization and termination.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipSession.Listener,void onRegistering(SipSession session), Called when a registration request is sent.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipSession.Listener,"void onRegistrationDone(SipSession session, int duration)", Called when registration is successfully done.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipSession.Listener,"void onRegistrationFailed(SipSession session, int errorCode, String errorMessage)", Called when the registration fails.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipSession.Listener,void onRegistrationTimeout(SipSession session), Called when the registration gets timed out.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipSession.Listener,"void onRinging(SipSession session, SipProfile caller, String sessionDescription)", Called when an INVITE request is received.,,,,,,,,
,,,,,,,,,,
android.net.sip.SipSession.Listener,void onRingingBack(SipSession session), Called when a RINGING response is received for the INVITE request sent,,,,,,,,
,,,,,,,,,,
android.net.SSLSessionCache,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.TrafficStats,static int getAndSetThreadStatsTag(int tag), Set active tag to use when accounting Socket traffic originating from the current thread.,,,,,,,,
,,,,,,,,,,
android.net.TrafficStats,static int getThreadStatsTag(), Get the active tag used when accounting Socket traffic originating from the current thread.,,,,,,,,
,,,,,,,,,,
android.net.TrafficStats,static void setThreadStatsTag(int tag), Set active tag to use when accounting Socket traffic originating from the current thread.,,,,,,,,
,,,,,,,,,,
android.net.TrafficStats,static void setThreadStatsUidSelf(), Set specific UID to use when accounting Socket traffic originating from the current thread as the calling UID.,,,,,,,,
,,,,,,,,,,
android.net.UrlQuerySanitizer.ParameterValuePair,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.UrlQuerySanitizer,UrlQuerySanitizer.ValueSanitizer getUnregisteredParameterValueSanitizer(), Get the current value sanitizer used when processing unregistered parameter values.,,,,,,,,
,,,,,,,,,,
android.net.UrlQuerySanitizer,void setUnregisteredParameterValueSanitizer(UrlQuerySanitizer.ValueSanitizer sanitizer), Set the value sanitizer used when processing unregistered parameter values.,,,,,,,,
,,,,,,,,,,
android.net.VpnService,void onRevoke(), Invoked when the application is revoked.,,,,,,,,
,,,,,,,,,,
android.net.wifi.aware.AttachCallback,void onAttachFailed()," Called when Aware attach operation attach(AttachCallback, android.os.Handler) failed.",,,,,,,,
,,,,,,,,,,
android.net.wifi.aware.AttachCallback,void onAttached(WifiAwareSession session)," Called when Aware attach operation attach(AttachCallback, android.os.Handler) is completed and that we can now start discovery sessions or connections.",,,,,,,,
,,,,,,,,,,
android.net.wifi.aware.DiscoverySessionCallback,"void onMessageReceived(PeerHandle peerHandle, byte[] message)"," Called when a message is received from a discovery session peer - in response to the peer's sendMessage(PeerHandle, int, byte[]).",,,,,,,,
,,,,,,,,,,
android.net.wifi.aware.DiscoverySessionCallback,void onMessageSendFailed(int messageId)," Called when message transmission initiated with sendMessage(PeerHandle, int, byte[]) fails.",,,,,,,,
,,,,,,,,,,
android.net.wifi.aware.DiscoverySessionCallback,void onMessageSendSucceeded(int messageId)," Called in response to sendMessage(PeerHandle, int, byte[]) when a message is transmitted successfully - i.e.",,,,,,,,
,,,,,,,,,,
android.net.wifi.aware.DiscoverySessionCallback,void onPublishStarted(PublishDiscoverySession session)," Called when a publish operation is started successfully in response to a publish(PublishConfig, DiscoverySessionCallback, android.os.Handler) operation.",,,,,,,,
,,,,,,,,,,
android.net.wifi.aware.DiscoverySessionCallback,"void onServiceDiscovered(PeerHandle peerHandle, byte[] serviceSpecificInfo, List<byte[]> matchFilter)", Called when a discovery (publish or subscribe) operation results in a service discovery.,,,,,,,,
,,,,,,,,,,
android.net.wifi.aware.DiscoverySessionCallback,"void onServiceDiscoveredWithinRange(PeerHandle peerHandle, byte[] serviceSpecificInfo, List<byte[]> matchFilter, int distanceMm)", Called when a discovery (publish or subscribe) operation results in a service discovery.,,,,,,,,
,,,,,,,,,,
android.net.wifi.aware.DiscoverySessionCallback,void onSessionConfigFailed()," Called when a publish or subscribe discovery session cannot be created: publish(PublishConfig, DiscoverySessionCallback, android.os.Handler) or subscribe(SubscribeConfig, DiscoverySessionCallback, android.os.Handler), or when a configuration update fails: updatePublish(PublishConfig) or updateSubscribe(SubscribeConfig).",,,,,,,,
,,,,,,,,,,
android.net.wifi.aware.DiscoverySessionCallback,void onSessionConfigUpdated(), Called when a publish or subscribe discovery session configuration update request succeeds.,,,,,,,,
,,,,,,,,,,
android.net.wifi.aware.DiscoverySessionCallback,void onSessionTerminated(), Called when a discovery session (publish or subscribe) terminates.,,,,,,,,
,,,,,,,,,,
android.net.wifi.aware.DiscoverySessionCallback,void onSubscribeStarted(SubscribeDiscoverySession session)," Called when a subscribe operation is started successfully in response to a subscribe(SubscribeConfig, DiscoverySessionCallback, android.os.Handler) operation.",,,,,,,,
,,,,,,,,,,
android.net.wifi.rtt.RangingResultCallback,abstract void onRangingFailure(int code), Called when a ranging operation failed in whole - i.e.,,,,,,,,
,,,,,,,,,,
android.net.wifi.rtt.RangingResultCallback,abstract void onRangingResults(List<RangingResult> results), Called when a ranging operation was executed.,,,,,,,,
,,,,,,,,,,
android.net.wifi.WifiConfiguration.AuthAlgorithm,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.wifi.WifiConfiguration.GroupCipher,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.wifi.WifiConfiguration.KeyMgmt,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.wifi.WifiConfiguration.PairwiseCipher,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.wifi.WifiConfiguration.Protocol,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.wifi.WifiConfiguration.Status,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.wifi.WifiEnterpriseConfig.Eap,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.wifi.WifiEnterpriseConfig.Phase2,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.net.wifi.WifiInfo,int getNetworkId()," Each configured network has a unique small integer ID, used to identify the network when performing operations on the supplicant.",,,,,,,,
,,,,,,,,,,
android.net.wifi.WifiManager.WifiLock,void release()," Unlocks the Wi-Fi radio, allowing it to turn off when the device is idle.",,,,,,,,
,,,,,,,,,,
android.view.accessibility.AccessibilityManager.AccessibilityStateChangeListener,abstract void onAccessibilityStateChanged(boolean enabled), Called when the accessibility enabled state changes.,,,,,,,,
,,,,,,,,,,
android.view.accessibility.AccessibilityManager.TouchExplorationStateChangeListener,abstract void onTouchExplorationStateChanged(boolean enabled), Called when the touch exploration enabled state changes.,,,,,,,,
,,,,,,,,,,
android.view.accessibility.AccessibilityRecord,int getFromIndex()," Gets the index of the first character of the changed sequence, or the beginning of a text selection or the index of the first visible item when scrolling.",,,,,,,,
,,,,,,,,,,
android.view.accessibility.AccessibilityRecord,int getToIndex(), Gets the index of text selection end or the index of the last visible item when scrolling.,,,,,,,,
,,,,,,,,,,
android.view.accessibility.AccessibilityRecord,void setFromIndex(int fromIndex), Sets the index of the first character of the changed sequence or the beginning of a text selection or the index of the first visible item when scrolling.,,,,,,,,
,,,,,,,,,,
android.view.accessibility.AccessibilityRecord,void setToIndex(int toIndex), Sets the index of text selection end or the index of the last visible item when scrolling.,,,,,,,,
,,,,,,,,,,
android.view.accessibility.CaptioningManager.CaptioningChangeListener,void onEnabledChanged(boolean enabled), Called when the captioning enabled state changes.,,,,,,,,
,,,,,,,,,,
android.view.accessibility.CaptioningManager.CaptioningChangeListener,void onFontScaleChanged(float fontScale), Called when the captioning font scaling factor changes.,,,,,,,,
,,,,,,,,,,
android.view.accessibility.CaptioningManager.CaptioningChangeListener,void onLocaleChanged(Locale locale), Called when the captioning locale changes.,,,,,,,,
,,,,,,,,,,
android.view.accessibility.CaptioningManager.CaptioningChangeListener,void onUserStyleChanged(CaptioningManager.CaptionStyle userStyle), Called when the captioning user style changes.,,,,,,,,
,,,,,,,,,,
android.view.ActionMode.Callback,"abstract boolean onCreateActionMode(ActionMode mode, Menu menu)", Called when action mode is first created.,,,,,,,,
,,,,,,,,,,
android.view.ActionMode.Callback,abstract void onDestroyActionMode(ActionMode mode), Called when an action mode is about to be exited and destroyed.,,,,,,,,
,,,,,,,,,,
android.view.ActionMode.Callback2,"void onGetContentRect(ActionMode mode, View view, Rect outRect)"," Called when an ActionMode needs to be positioned on screen, potentially occluding view content.",,,,,,,,
,,,,,,,,,,
android.view.ActionMode,void onWindowFocusChanged(boolean hasWindowFocus), Called when the window containing the view that started this action mode gains or loses focus.,,,,,,,,
,,,,,,,,,,
android.view.ActionProvider,void setVisibilityListener(ActionProvider.VisibilityListener listener), Set a listener to be notified when this ActionProvider's overridden visibility changes.,,,,,,,,
,,,,,,,,,,
android.view.animation.Animation.Description,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.view.animation.Animation,int getRepeatMode(), Defines what this animation should do when it reaches the end.,,,,,,,,
,,,,,,,,,,
android.view.animation.Animation,long getStartOffset()," When this animation should start, relative to StartTime",,,,,,,,
,,,,,,,,,,
android.view.animation.Animation,long getStartTime(), When this animation should start.,,,,,,,,
,,,,,,,,,,
android.view.animation.Animation,void setFillAfter(boolean fillAfter)," If fillAfter is true, the transformation that this animation performed will persist when it is finished.",,,,,,,,
,,,,,,,,,,
android.view.animation.Animation,void setRepeatMode(int repeatMode), Defines what this animation should do when it reaches the end.,,,,,,,,
,,,,,,,,,,
android.view.animation.Animation,void setStartOffset(long startOffset), When this animation should start relative to the start time.,,,,,,,,
,,,,,,,,,,
android.view.animation.Animation,void setStartTime(long startTimeMillis), When this animation should start.,,,,,,,,
,,,,,,,,,,
android.view.animation.AnimationSet,long getStartTime(), When this animation should start.,,,,,,,,
,,,,,,,,,,
android.view.animation.AnimationSet,void setFillAfter(boolean fillAfter)," If fillAfter is true, the transformation that this animation performed will persist when it is finished.",,,,,,,,
,,,,,,,,,,
android.view.animation.AnimationSet,void setRepeatMode(int repeatMode), Defines what this animation should do when it reaches the end.,,,,,,,,
,,,,,,,,,,
android.view.animation.AnimationSet,void setStartOffset(long startOffset), When this animation should start relative to the start time.,,,,,,,,
,,,,,,,,,,
android.view.animation.BaseInterpolator,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.view.animation.GridLayoutAnimationController.AnimationParameters,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.view.animation.LayoutAnimationController.AnimationParameters,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.view.autofill.AutofillManager,void notifyViewEntered(View view), Called when a View that supports autofill is entered.,,,,,,,,
,,,,,,,,,,
android.view.autofill.AutofillManager,"void notifyViewEntered(View view, int virtualId, Rect absBounds)", Called when a virtual view that supports autofill is entered.,,,,,,,,
,,,,,,,,,,
android.view.autofill.AutofillManager,"void notifyViewExited(View view, int virtualId)", Called when a virtual view that supports autofill is exited.,,,,,,,,
,,,,,,,,,,
android.view.autofill.AutofillManager,void notifyViewExited(View view), Called when a View that supports autofill is exited.,,,,,,,,
,,,,,,,,,,
android.view.autofill.AutofillManager,"void notifyViewVisibilityChanged(View view, int virtualId, boolean isVisible)", Called when a virtual view's visibility changed.,,,,,,,,
,,,,,,,,,,
android.view.autofill.AutofillManager,"void notifyViewVisibilityChanged(View view, boolean isVisible)", Called when a view's visibility changed.,,,,,,,,
,,,,,,,,,,
android.view.Choreographer.FrameCallback,abstract void doFrame(long frameTimeNanos), Called when a new display frame is being rendered.,,,,,,,,
,,,,,,,,,,
android.view.CollapsibleActionView,abstract void onActionViewCollapsed(), Called when this view is collapsed as an action view.,,,,,,,,
,,,,,,,,,,
android.view.CollapsibleActionView,abstract void onActionViewExpanded(), Called when this view is expanded as an action view.,,,,,,,,
,,,,,,,,,,
android.view.Display.Mode,int getPhysicalHeight(), Returns the physical height of the display in pixels when configured in this mode's resolution.,,,,,,,,
,,,,,,,,,,
android.view.Display.Mode,int getPhysicalWidth(), Returns the physical width of the display in pixels when configured in this mode's resolution.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.OnContextClickListener,abstract boolean onContextClick(MotionEvent e), Notified when a context click occurs.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.OnDoubleTapListener,abstract boolean onDoubleTap(MotionEvent e), Notified when a double-tap occurs.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.OnDoubleTapListener,abstract boolean onDoubleTapEvent(MotionEvent e)," Notified when an event within a double-tap gesture occurs, including the down, move, and up events.",,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.OnDoubleTapListener,abstract boolean onSingleTapConfirmed(MotionEvent e), Notified when a single-tap occurs.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.OnGestureListener,abstract boolean onDown(MotionEvent e), Notified when a tap occurs with the down MotionEvent that triggered it.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.OnGestureListener,"abstract boolean onFling(MotionEvent e1, MotionEvent e2, float velocityX, float velocityY)", Notified of a fling event when it occurs with the initial on down MotionEvent and the matching up MotionEvent.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.OnGestureListener,abstract void onLongPress(MotionEvent e), Notified when a long press occurs with the initial on down MotionEvent that trigged it.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.OnGestureListener,"abstract boolean onScroll(MotionEvent e1, MotionEvent e2, float distanceX, float distanceY)", Notified when a scroll occurs with the initial on down MotionEvent and the current move MotionEvent.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.OnGestureListener,abstract boolean onSingleTapUp(MotionEvent e), Notified when a tap occurs with the up MotionEvent that triggered it.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.SimpleOnGestureListener,boolean onContextClick(MotionEvent e), Notified when a context click occurs.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.SimpleOnGestureListener,boolean onDoubleTap(MotionEvent e), Notified when a double-tap occurs.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.SimpleOnGestureListener,boolean onDoubleTapEvent(MotionEvent e)," Notified when an event within a double-tap gesture occurs, including the down, move, and up events.",,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.SimpleOnGestureListener,boolean onDown(MotionEvent e), Notified when a tap occurs with the down MotionEvent that triggered it.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.SimpleOnGestureListener,"boolean onFling(MotionEvent e1, MotionEvent e2, float velocityX, float velocityY)", Notified of a fling event when it occurs with the initial on down MotionEvent and the matching up MotionEvent.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.SimpleOnGestureListener,void onLongPress(MotionEvent e), Notified when a long press occurs with the initial on down MotionEvent that trigged it.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.SimpleOnGestureListener,"boolean onScroll(MotionEvent e1, MotionEvent e2, float distanceX, float distanceY)", Notified when a scroll occurs with the initial on down MotionEvent and the current move MotionEvent.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.SimpleOnGestureListener,boolean onSingleTapConfirmed(MotionEvent e), Notified when a single-tap occurs.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector.SimpleOnGestureListener,boolean onSingleTapUp(MotionEvent e), Notified when a tap occurs with the up MotionEvent that triggered it.,,,,,,,,
,,,,,,,,,,
android.view.GestureDetector,void setIsLongpressEnabled(boolean isLongpressEnabled)," Set whether longpress is enabled, if this is enabled when a user presses and holds down you get a longpress event and nothing further.",,,,,,,,
,,,,,,,,,,
android.view.HapticFeedbackConstants,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.view.InflateException,void finalize(), Called by the garbage collector on an object when garbage collection determines that there are no more references to the object.,,,,,,,,
,,,,,,,,,,
android.view.inputmethod.CursorAnchorInfo,float getInsertionMarkerBaseline()," Returns the vertical baseline position of the insertion marker, in the local coordinates that will be transformed with getMatrix() when rendered on the screen.",,,,,,,,
,,,,,,,,,,
android.view.inputmethod.CursorAnchorInfo,float getInsertionMarkerBottom()," Returns the vertical bottom position of the insertion marker, in the local coordinates that will be transformed with getMatrix() when rendered on the screen.",,,,,,,,
,,,,,,,,,,
android.view.inputmethod.CursorAnchorInfo,float getInsertionMarkerHorizontal()," Returns the horizontal start of the insertion marker, in the local coordinates that will be transformed with getMatrix() when rendered on the screen.",,,,,,,,
,,,,,,,,,,
android.view.inputmethod.CursorAnchorInfo,float getInsertionMarkerTop()," Returns the vertical top position of the insertion marker, in the local coordinates that will be transformed with getMatrix() when rendered on the screen.",,,,,,,,
,,,,,,,,,,
android.view.inputmethod.InputConnection,abstract boolean reportFullscreenMode(boolean enabled), Called back when the connected IME switches between fullscreen and normal modes.,,,,,,,,
,,,,,,,,,,
android.view.inputmethod.InputConnectionWrapper,boolean reportFullscreenMode(boolean enabled), Called back when the connected IME switches between fullscreen and normal modes.,,,,,,,,
,,,,,,,,,,
android.view.inputmethod.InputMethod,"abstract void restartInput(InputConnection inputConnection, EditorInfo attribute)", This method is called when the state of this input method needs to be reset.,,,,,,,,
,,,,,,,,,,
android.view.inputmethod.InputMethod,"abstract void startInput(InputConnection inputConnection, EditorInfo info)", This method is called when the application starts to receive text and it is ready for this input method to process received events and send result text back to the application.,,,,,,,,
